AñoMes,Aerolinea,Codigo_IATA,Tipo,Región,Tipo_Operacion,Categoria_Precios,Terminal,Area_Terminal,Cantidad_Pasajeros,Pasajeros_Atrasados_Perdida_Conexion,Vuelos_Atrasados_Aeropuerto
201611,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,20249,2227-1358,14
201611,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,21373,2565-1565,13
201611,China Airlines,CI,International,Asia,Deplaned,Other,International,A,10092,2321-1555,11
201611,China Airlines,CI,International,Asia,Enplaned,Other,International,A,11065,2656-1301,11
201611,Continental Airlines,CO,Domestic,US,Deplaned,Other,Terminal 1,B,60291,12058-6873,48
201611,Continental Airlines,CO,Domestic,US,Enplaned,Other,Terminal 1,B,61009,6711-1342,29
201611,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,60141,8420-3536,39
201611,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,59159,10057-2514,48
201611,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,12927,3620-1303,29
201611,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,15089,4225-1014,17
201611,Emirates ,EK,International,Middle East,Deplaned,Other,International,G,8852,1505-692,7
201611,Emirates ,EK,International,Middle East,Enplaned,Other,International,G,9351,1777-1048,7
201611,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,C,13138,2759-1214,16
201611,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,C,12526,1754-1105,12
201611,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,Terminal 1,C,7018,1825-840,10
201611,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,Terminal 1,C,7278,1528-902,7
201611,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,8661,2252-1036,8
201611,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,8814,1234-284,5
201611,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,6240,1685-1011,8
201611,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,7425,817-335,3
201611,JetBlue Airways ,B6,Domestic,US,Deplaned,Low Fare,International,A,19297,5210-2605,23
201611,JetBlue Airways ,B6,Domestic,US,Enplaned,Low Fare,International,A,20158,5040-2974,42
201611,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,6705,1542-971,6
201611,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,6400,1344-860,5
201611,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,4150,872-549,5
201611,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,4718,1085-575,9
201611,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,16892,4392-878,25
201611,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,16862,4047-1497,19
201611,US Airways,US ,Domestic,US,Deplaned,Other,Terminal 1,B,2115,190-86,1
201611,US Airways,US ,Domestic,US,Enplaned,Other,Terminal 1,B,2472,618-136,2
201611,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,1630,359-190,2
201611,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,1829,421-131,1
201611,Mexicana Airlines,MX,International,Mexico,Deplaned,Other,International,G,8997,1709-837,12
201611,Mexicana Airlines,MX,International,Mexico,Enplaned,Other,International,G,12371,2845-1508,13
201611,Midwest Airlines,YX,Domestic,US,Deplaned,Other,Terminal 1,C,2305,323-162,2
201611,Midwest Airlines,YX,Domestic,US,Enplaned,Other,Terminal 1,C,2293,459-193,2
201611,Northwest Airlines,NW,Domestic,US,Deplaned,Other,Terminal 1,C,41165,5763-3400,36
201611,Northwest Airlines,NW,Domestic,US,Enplaned,Other,Terminal 1,C,41571,5404-1891,29
201611,Northwest Airlines,NW,Domestic,US,Thru / Transit,Other,Terminal 1,C,1456,160-83,1
201611,Northwest Airlines,NW,International,Asia,Deplaned,Other,International,A,6788,882-300,6
201611,Northwest Airlines,NW,International,Asia,Enplaned,Other,International,A,7360,662-404,2
201611,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,8258,1569-1036,6
201611,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,11919,2026-1155,10
201611,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Other,International,A,4534,544-288,3
201611,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Other,International,A,4096,614-289,4
201611,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,14172,3968-1587,20
201611,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,14858,1634-572,12
201611,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,7713,1543-540,8
201611,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,7947,2066-888,7
201611,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,106896,9621-5676,42
201611,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,109015,30524-12210,230
201611,United Airlines,UA,International,Canada,Deplaned,Other,International,G,2454,417-225,2
201611,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,9368,843-211,4
201611,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,11054,2653-1724,11
201611,Southwest Airlines,WN,Domestic,US,Deplaned,Low Fare,Terminal 1,B,125652,26387-13457,187
201611,Southwest Airlines,WN,Domestic,US,Enplaned,Low Fare,Terminal 1,B,130795,19619-10790,99
201611,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,229,21-7,0
201611,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,Terminal 1,B,2997,480-115,3
201611,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,Terminal 1,B,2902,261-81,2
201611,TACA,TA,International,Central America,Deplaned,Other,International,A,4947,693-381,3
201611,TACA,TA,International,Central America,Enplaned,Other,International,A,6607,1387-513,5
201611,US Airways,US ,Domestic,US,Deplaned,Other,Terminal 1,B,58144,8722-2529,50
201611,US Airways,US ,Domestic,US,Enplaned,Other,Terminal 1,B,59770,7172-2582,41
201611,United Airlines,UA,Domestic,US,Deplaned,Other,International,G,11829,3076-1692,15
201611,United Airlines,UA,Domestic,US,Enplaned,Other,International,G,5063,658-362,4
201611,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,19123,1912-478,14
201611,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,19355,5419-1842,35
201611,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,253,61-21,0
201611,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,363333,83567-50140,478
201611,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,367743,77226-43247,305
201611,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,4797,1151-622,6
201611,United Airlines,UA,International,Asia,Deplaned,Other,International,G,52591,7363-4123,33
201611,United Airlines,UA,International,Asia,Enplaned,Other,International,G,55284,9398-5921,31
201611,United Airlines,UA,International,Asia,Thru / Transit,Other,International,G,1933,232-100,2
201611,United Airlines,UA,International,Australia / Oceania,Deplaned,Other,International,G,10036,1706-631,10
201611,United Airlines,UA,International,Australia / Oceania,Enplaned,Other,International,G,10729,1180-566,5
201611,United Airlines,UA,International,Australia / Oceania,Thru / Transit,Other,International,G,364,102-68,1
201611,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,11802,1652-347,11
201611,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,12558,2260-520,11
201611,United Airlines,UA,International,Canada,Thru / Transit,Other,Terminal 3,F,92,19-6,0
201611,United Airlines,UA,International,Europe,Deplaned,Other,International,G,17757,3196-671,13
201611,United Airlines,UA,International,Europe,Enplaned,Other,International,G,17453,2269-1157,9
201611,United Airlines,UA,International,Europe,Thru / Transit,Other,International,G,338,37-9,0
201611,United Airlines,UA,International,Mexico,Deplaned,Other,International,G,7657,689-365,3
201611,United Airlines,UA,International,Mexico,Enplaned,Other,International,G,9298,1302-716,7
201611,United Airlines,UA,International,Mexico,Thru / Transit,Other,International,G,65,12-5,0
201611,Virgin America,VX,Domestic,US,Deplaned,Low Fare,International,A,109590,29589-15386,120
201611,Virgin America,VX,Domestic,US,Enplaned,Low Fare,International,A,112993,15819-5853,74
201611,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,7505,1351-851,8
201611,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,7947,1669-918,7
201700,Aeromexico,AM,International,Mexico,Deplaned,Other,International,A,2395,287-72,1
201700,Aeromexico,AM,International,Mexico,Enplaned,Other,International,A,2927,351-176,1
201700,Air Canada ,AC,International,Canada,Deplaned,Other,Terminal 3,E,14300,2717-1168,13
201700,Air Canada ,AC,International,Canada,Enplaned,Other,Terminal 3,E,13116,1443-765,7
201700,Air China,CA,International,Asia,Deplaned,Other,International,G,5614,730-219,4
201700,Air China,CA,International,Asia,Enplaned,Other,International,G,5049,454-150,2
201700,Air France,AF,International,Europe,Deplaned,Other,International,A,7406,1555-917,7
201700,Air France,AF,International,Europe,Enplaned,Other,International,A,6895,1724-776,7
201700,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,6234,810-356,3
201700,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,6929,1594-446,13
201700,AirTran Airways,FL,Domestic,US,Deplaned,Low Fare,Terminal 1,B,7542,905-579,3
201700,AirTran Airways,FL,Domestic,US,Enplaned,Low Fare,Terminal 1,B,7410,963-404,4
201700,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,24281,6556-3016,23
201700,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,25053,6263-1378,29
201700,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,7729,2164-1233,10
201700,Alaska Airlines,AS,International,Mexico,Enplaned,Other,Terminal 1,B,6865,1510-710,8
201700,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,7204,1009-222,4
201700,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,6410,1410-338,11
201700,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,119173,22643-9284,88
201700,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,112859,18057-3611,61
201700,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,5195,1455-597,7
201700,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,4819,1253-652,6
201700,British Airways,BA,International,Europe,Deplaned,Other,International,A,11239,1798-917,7
201700,British Airways,BA,International,Europe,Enplaned,Other,International,A,11806,2715-1276,10
201700,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,22970,4594-2619,16
201700,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,20646,5162-1910,23
201700,China Airlines,CI,International,Asia,Deplaned,Other,International,A,11200,2464-1207,12
201700,China Airlines,CI,International,Asia,Enplaned,Other,International,A,11402,1482-830,7
201700,Continental Airlines,CO,Domestic,US,Deplaned,Other,Terminal 1,B,51185,5119-1382,32
201700,Continental Airlines,CO,Domestic,US,Enplaned,Other,Terminal 1,B,49746,5472-1970,20
201700,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,52648,4738-3174,19
201700,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,52348,13087-7067,79
201700,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,15627,2969-623,11
201700,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,13639,2182-676,10
201700,Emirates ,EK,International,Middle East,Deplaned,Other,International,G,9487,2087-1336,15
201700,Emirates ,EK,International,Middle East,Enplaned,Other,International,G,8027,2167-563,13
201700,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,C,12344,1481-459,5
201700,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,C,10416,937-534,4
201700,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,Terminal 1,C,7323,1831-458,12
201700,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,Terminal 1,C,6786,1086-619,4
201700,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,8058,1289-438,6
201700,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,7757,1784-981,8
201700,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,7244,1159-232,5
201700,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,6402,1601-672,10
201700,JetBlue Airways ,B6,Domestic,US,Deplaned,Low Fare,International,A,25047,4258-2299,17
201700,JetBlue Airways ,B6,Domestic,US,Enplaned,Low Fare,International,A,24824,3724-1229,19
201700,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,6744,674-222,4
201700,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,5664,1303-339,8
201700,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,4972,994-467,5
201700,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,4326,822-329,4
201700,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,17139,2228-824,10
201700,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,16541,3474-869,13
201700,US Airways,US ,Domestic,US,Deplaned,Other,Terminal 1,B,582,52-23,0
201700,US Airways,US ,Domestic,US,Enplaned,Other,Terminal 1,B,320,64-17,0
201700,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,1513,424-195,2
201700,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,1530,428-287,2
201700,Mexicana Airlines,MX,International,Mexico,Deplaned,Other,International,G,12417,1863-1211,8
201700,Mexicana Airlines,MX,International,Mexico,Enplaned,Other,International,G,10168,1118-369,4
201700,Midwest Airlines,YX,Domestic,US,Deplaned,Other,Terminal 1,C,1690,254-79,1
201700,Midwest Airlines,YX,Domestic,US,Enplaned,Other,Terminal 1,C,1674,151-62,1
201700,Northwest Airlines,NW,Domestic,US,Deplaned,Other,Terminal 1,C,35667,7490-3071,29
201700,Northwest Airlines,NW,Domestic,US,Enplaned,Other,Terminal 1,C,33639,7737-4101,27
201700,Northwest Airlines,NW,Domestic,US,Thru / Transit,Other,Terminal 1,C,2037,285-88,1
201700,Northwest Airlines,NW,International,Asia,Deplaned,Other,International,A,7093,1277-255,5
201700,Northwest Airlines,NW,International,Asia,Enplaned,Other,International,A,5737,1492-880,6
201700,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,12267,3312-2020,14
201700,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,10893,1416-651,5
201700,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Other,International,A,4273,769-300,4
201700,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Other,International,A,4661,699-356,3
201700,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,14954,3439-1960,29
201700,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,14678,2055-719,16
201700,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,8407,2102-610,10
201700,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,7201,936-243,3
201700,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,99650,15944-7175,100
201700,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,97772,12710-2796,56
201700,United Airlines,UA,International,Canada,Deplaned,Other,International,G,2072,394-142,2
201700,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,8989,1348-782,5
201700,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,11005,2201-1189,9
201700,Southwest Airlines,WN,Domestic,US,Deplaned,Low Fare,Terminal 1,B,108293,11912-7981,41
201700,Southwest Airlines,WN,Domestic,US,Enplaned,Low Fare,Terminal 1,B,104593,19873-4770,71
201700,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,221,44-17,0
201700,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,Terminal 1,B,463,106-54,0
201700,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,Terminal 1,B,553,88-37,0
201700,TACA,TA,International,Central America,Deplaned,Other,International,A,4829,531-350,3
201700,TACA,TA,International,Central America,Enplaned,Other,International,A,5416,596-262,3
201700,US Airways,US ,Domestic,US,Deplaned,Other,Terminal 1,B,54480,11441-6407,57
201700,US Airways,US ,Domestic,US,Enplaned,Other,Terminal 1,B,54705,12582-3397,54
201700,United Airlines,UA,Domestic,US,Deplaned,Other,International,G,10492,944-189,8
201700,United Airlines,UA,Domestic,US,Enplaned,Other,International,G,3858,1080-248,4
201700,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,17850,2142-1135,8
201700,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,17392,4000-1400,18
201700,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,297,50-31,0
201700,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,339147,40698-26454,200
201700,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,330464,82616-33873,318
201700,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,5630,1576-709,7
201700,United Airlines,UA,International,Asia,Deplaned,Other,International,G,56277,11818-6382,45
201700,United Airlines,UA,International,Asia,Enplaned,Other,International,G,51801,8806-4579,37
201700,United Airlines,UA,International,Asia,Thru / Transit,Other,International,G,1804,289-150,2
201700,United Airlines,UA,International,Australia / Oceania,Deplaned,Other,International,G,9514,2188-591,8
201700,United Airlines,UA,International,Australia / Oceania,Enplaned,Other,International,G,10474,1571-440,7
201700,United Airlines,UA,International,Australia / Oceania,Thru / Transit,Other,International,G,600,108-66,1
201700,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,9608,2498-1174,9
201700,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,11078,1440-850,8
201700,United Airlines,UA,International,Canada,Thru / Transit,Other,Terminal 3,F,163,33-8,0
201700,United Airlines,UA,International,Europe,Deplaned,Other,International,G,16175,1618-922,7
201700,United Airlines,UA,International,Europe,Enplaned,Other,International,G,15637,3284-690,13
201700,United Airlines,UA,International,Europe,Thru / Transit,Other,International,G,324,52-32,0
201700,United Airlines,UA,International,Mexico,Deplaned,Other,International,G,6956,1113-634,5
201700,United Airlines,UA,International,Mexico,Enplaned,Other,International,G,6397,1407-872,5
201700,United Airlines,UA,International,Mexico,Thru / Transit,Other,International,G,24,5-3,0
201700,Virgin America,VX,Domestic,US,Deplaned,Low Fare,International,A,93097,8379-2514,60
201700,Virgin America,VX,Domestic,US,Enplaned,Low Fare,International,A,91652,25663-8469,128
201700,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,7936,1587-603,6
201700,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,7415,1112-467,8
201701,Aeromexico,AM,International,Mexico,Deplaned,Other,International,A,2570,386-108,2
201701,Aeromexico,AM,International,Mexico,Enplaned,Other,International,A,2273,546-306,3
201701,Air Canada ,AC,International,Canada,Deplaned,Other,Terminal 3,E,14135,2827-1046,12
201701,Air Canada ,AC,International,Canada,Enplaned,Other,Terminal 3,E,14979,3745-1011,19
201701,Air China,CA,International,Asia,Deplaned,Other,International,G,4574,915-384,6
201701,Air China,CA,International,Asia,Enplaned,Other,International,G,4779,1338-602,8
201701,Air France,AF,International,Europe,Deplaned,Other,International,A,6152,800-312,4
201701,Air France,AF,International,Europe,Enplaned,Other,International,A,5693,968-629,3
201701,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,4966,1142-411,7
201701,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,5377,699-294,5
201701,AirTran Airways,FL,Domestic,US,Deplaned,Low Fare,Terminal 1,B,6139,737-214,3
201701,AirTran Airways,FL,Domestic,US,Enplaned,Low Fare,Terminal 1,B,6153,1477-620,6
201701,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,22328,4912-1375,24
201701,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,23027,5296-1801,18
201701,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,6211,1677-1107,9
201701,Alaska Airlines,AS,International,Mexico,Enplaned,Other,Terminal 1,B,6671,867-251,6
201701,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,6011,1142-582,6
201701,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,5577,1227-344,7
201701,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,105641,24297-14092,90
201701,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,101506,19286-4436,72
201701,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,4156,873-550,4
201701,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,4560,1003-542,4
201701,British Airways,BA,International,Europe,Deplaned,Other,International,A,12481,1373-522,5
201701,British Airways,BA,International,Europe,Enplaned,Other,International,A,13400,1474-324,6
201701,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,17299,3287-1348,11
201701,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,17346,4337-2689,17
201701,China Airlines,CI,International,Asia,Deplaned,Other,International,A,7336,1320-871,5
201701,China Airlines,CI,International,Asia,Enplaned,Other,International,A,8568,942-198,4
201701,Continental Airlines,CO,Domestic,US,Deplaned,Other,Terminal 1,B,44228,8403-5378,56
201701,Continental Airlines,CO,Domestic,US,Enplaned,Other,Terminal 1,B,42129,4213-1475,18
201701,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,80436,11261-4054,67
201701,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,78115,14842-9944,78
201701,Delta Air Lines,DL,Domestic,US,Thru / Transit,Other,Terminal 1,C,1096,110-69,1
201701,Delta Air Lines,DL,International,Asia,Deplaned,Other,International,A,5822,1514-681,8
201701,Delta Air Lines,DL,International,Asia,Enplaned,Other,International,A,5262,1105-608,5
201701,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,10914,1091-415,7
201701,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,12035,1926-924,9
201701,Emirates ,EK,International,Middle East,Deplaned,Other,International,G,7280,946-378,4
201701,Emirates ,EK,International,Middle East,Enplaned,Other,International,G,6788,882-353,3
201701,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,C,11427,3085-1820,11
201701,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,C,10631,2445-1443,20
201701,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,Terminal 1,C,6001,1560-842,5
201701,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,Terminal 1,C,6045,725-355,5
201701,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,7906,1739-609,14
201701,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,7593,1670-701,6
201701,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,5554,778-272,3
201701,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,5758,691-449,3
201701,JetBlue Airways ,B6,Domestic,US,Deplaned,Low Fare,International,A,25315,6329-2658,21
201701,JetBlue Airways ,B6,Domestic,US,Enplaned,Low Fare,International,A,25999,3380-1217,13
201701,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,5740,517-114,2
201701,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,4734,852-290,5
201701,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,3526,811-333,3
201701,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,3826,957-450,7
201701,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,11826,1419-667,5
201701,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,11651,2214-775,18
201701,US Airways,US ,Domestic,US,Deplaned,Other,Terminal 1,B,6062,849-484,3
201701,US Airways,US ,Domestic,US,Enplaned,Other,Terminal 1,B,6443,580-313,2
201701,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,2586,259-122,2
201701,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,2620,288-98,1
201701,Mexicana Airlines,MX,International,Mexico,Deplaned,Other,International,G,9749,2242-1435,8
201701,Mexicana Airlines,MX,International,Mexico,Enplaned,Other,International,G,9313,1676-1006,8
201701,Midwest Airlines,YX,Domestic,US,Deplaned,Other,Terminal 1,C,1783,428-120,3
201701,Midwest Airlines,YX,Domestic,US,Enplaned,Other,Terminal 1,C,1694,203-41,1
201701,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,10152,1320-871,7
201701,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,8574,1458-612,12
201701,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Other,International,A,3349,636-134,4
201701,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Other,International,A,3458,692-436,3
201701,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,11769,2001-1061,12
201701,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,12818,3589-861,20
201701,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,6786,814-391,4
201701,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,6218,1679-420,14
201701,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,88784,23084-10619,104
201701,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,91956,18391-4598,75
201701,United Airlines,UA,International,Canada,Deplaned,Other,International,G,1680,353-106,2
201701,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,8242,1566-971,6
201701,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,9778,1858-818,11
201701,Southwest Airlines,WN,Domestic,US,Deplaned,Low Fare,Terminal 1,B,94371,25480-13250,106
201701,Southwest Airlines,WN,Domestic,US,Enplaned,Low Fare,Terminal 1,B,95217,20948-7960,162
201701,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,64,6-3,0
201701,TACA,TA,International,Central America,Deplaned,Other,International,A,3642,838-201,3
201701,TACA,TA,International,Central America,Enplaned,Other,International,A,3526,635-165,3
201701,US Airways,US ,Domestic,US,Deplaned,Other,Terminal 1,B,38599,10422-5211,78
201701,US Airways,US ,Domestic,US,Enplaned,Other,Terminal 1,B,40392,7674-3223,36
201701,United Airlines,UA,Domestic,US,Deplaned,Other,International,G,11082,1108-665,5
201701,United Airlines,UA,Domestic,US,Enplaned,Other,International,G,7437,1562-562,6
201701,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,16664,1666-766,7
201701,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,16423,3942-1419,17
201701,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,270,62-40,0
201701,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,316628,53827-26914,246
201701,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,312039,65528-20969,257
201701,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,5124,1076-721,4
201701,United Airlines,UA,International,Asia,Deplaned,Other,International,G,45207,9041-2351,51
201701,United Airlines,UA,International,Asia,Enplaned,Other,International,G,45312,7703-4006,43
201701,United Airlines,UA,International,Asia,Thru / Transit,Other,International,G,1929,367-88,2
201701,United Airlines,UA,International,Australia / Oceania,Deplaned,Other,International,G,7191,1510-619,12
